Category,StudentID,StudentFirstName,StudentMiddleName,StudentLastName,BIRTHDATE,SchoolName
Add,986311102,Jerry,Joshua,Taylor,09/17/2001,abc
Add,067832751,Beverly,Lois,Gonzalez,03/18/2000,def
Add,043470327,Julia,Eric,Evans,05/08/2000,def
Add,278920214,Roy,Todd,Ford,11/19/2002,def
Add,977791848,Cheryl,Marie,Murphy,12/03/2000,abc
Add,047988954,Elizabeth,Wayne,Peterson,11/11/2001,abc
Add,966585401,Lawrence,Anthony,Howard,06/02/1999,abc
Add,575666699,James,Donna,Snyder,10/27/2000,abc
Add,051069698,Barbara,Barbara,Fisher,02/15/2000,def
Add,911517719,Stephen,Anthony,Owens,01/13/2001,def
Add,608979609,Robin,Cynthia,Garrett,07/28/2002,abc
Add,982662222,Julia,Ann,Stone,09/23/2001,abc
Add,670457491,Gary,Laura,Nelson,01/19/1999,abc
Add,115112941,Charles,Randy,Garrett,09/09/2001,abc
Add,310002469,Jane,Evelyn,Boyd,03/10/2001,abc
Add,012627782,Andrew,Carl,Snyder,05/16/1999,def
Add,987668869,Frances,Terry,Burns,06/24/2002,def
Add,674992821,Jonathan,Aaron,Flores,12/19/2001,def
Add,564627225,Marie,Terry,Ross,11/14/2002,def
Add,018670810,Larry,Shawn,Hawkins,02/20/2000,abc
Add,978945632,Theresa,Edward,Armstrong,07/29/1999,abc
Add,326042159,Willie,Nancy,Spencer,05/05/1999,abc
Add,780502421,Doris,Louis,Burns,05/24/1999,abc
Add,088401101,Aaron,Gerald,Stephens,01/17/2000,abc
Add,043320748,Billy,Robin,Barnes,05/21/2002,abc
Add,091419193,Bonnie,Lawrence,Turner,11/20/2001,def
Add,779869031,Stephanie,Lawrence,Fisher,12/12/2000,def
Add,133873795,Ryan,Gregory,Flores,09/08/2000,def
Add,976340175,Roger,Melissa,Vasquez,06/24/2000,def
Add,847183852,Ashley,Ryan,Stewart,02/20/2001,abc
Add,139324061,Catherine,Matthew,Lane,03/24/2000,def
Add,142825412,Jerry,Jack,Nichols,04/07/1999,abc
Add,522282804,Jean,Jack,Payne,11/04/2000,abc
Add,854274826,Fred,Jesse,Morrison,03/13/1999,abc
Add,764452748,Kimberly,Carl,Hayes,06/11/2002,def
Add,554544688,Jonathan,Arthur,Bennett,02/22/2000,abc
Add,674553319,Carolyn,Andrea,Richards,08/28/2002,abc
Add,352503197,Lillian,Sandra,Smith,03/12/1999,abc
Add,281042130,Patrick,Cheryl,Dean,10/22/2000,def
Add,394992863,Henry,Joseph,Campbell,02/06/2000,def
Add,562896330,Billy,Lisa,Gibson,11/08/2001,abc
Add,330099806,Wanda,Judith,Marshall,12/04/2000,abc
Add,886048012,Julie,Rachel,Turner,02/11/2001,abc
Add,709290077,Jack,Bobby,Bell,04/29/2000,abc
Add,417778419,Steve,Doris,Hayes,01/16/2002,def
Add,442300099,Norma,Kevin,Reid,06/22/2000,def
Add,473665078,Sandra,Heather,Ellis,05/09/2002,abc
Add,182955036,Paula,Amanda,Moreno,02/16/2000,def
Add,830871425,Steve,Christine,Price,07/10/1999,abc
Add,546957297,Stephanie,Heather,Sanchez,08/18/2000,def
Add,783478618,Philip,Martin,Kim,07/23/2001,def
Add,832972782,Ann,David,Powell,04/16/2001,abc
Add,982862966,Harold,Anna,Howard,04/10/2000,def
Add,386231318,Nicholas,Nicholas,Ward,07/30/2001,abc
Add,077239647,Louise,Helen,Robinson,08/23/1999,def
Add,206468772,Paula,Raymond,Jones,08/06/2001,abc
Add,209541761,Judith,Doris,Wheeler,08/23/1999,abc
Add,114069170,Beverly,Russell,Bailey,09/11/2002,abc
Add,293706821,Antonio,Annie,Phillips,02/07/2000,abc
Add,784481224,Melissa,Jean,Moreno,07/22/2000,def
Add,742345609,David,Eugene,Owens,06/26/2000,def
Add,858376086,Peter,Kathleen,Jones,03/13/2002,abc
Add,532672143,Rose,John,Lawson,02/11/2002,def
Add,044605202,Aaron,Shirley,Taylor,09/24/2001,def
Add,735264675,Craig,Jack,Bishop,04/26/2000,def
Add,762927968,Jesse,Rebecca,Lawrence,07/22/2002,abc
Add,261735939,Annie,Ernest,Spencer,12/18/1999,abc
Add,894936552,Patricia,Laura,Dunn,07/29/2002,abc
Add,923355457,Chris,Ryan,Ramos,11/10/2000,abc
Add,940456918,Phyllis,Carol,Gonzalez,01/22/2000,def
Add,518112234,Carolyn,Julia,Harris,10/11/1999,def
Add,890884369,Rebecca,Janice,Myers,08/07/1999,def
Add,608488284,Joan,Lois,Ross,09/20/2001,abc
Add,697629613,Dennis,Sandra,Campbell,12/01/2002,abc
Add,839895580,Annie,Cheryl,Morgan,12/22/1999,abc
Add,641072101,Virginia,Kimberly,Fuller,02/05/2002,def
Add,568883965,Frank,Marie,Young,06/27/2001,def
Add,660353064,Nicole,Amy,Wheeler,01/10/2000,def
Add,598320809,Melissa,Kathryn,Jackson,08/30/2001,abc
Add,659510197,Anne,Julie,Peters,11/28/2000,def
Add,356886433,Lois,Adam,Montgomery,03/28/2000,abc
Add,854448640,Victor,Willie,Robinson,02/10/1999,def
Add,843250154,Karen,David,Powell,07/07/2000,def
Add,222552676,Joshua,Betty,Duncan,04/06/2000,def
Add,809214281,Evelyn,Beverly,Stephens,04/17/2000,abc
Add,836987820,Justin,Larry,Simmons,04/13/2002,def
Add,841389658,Amanda,Denise,Sanchez,04/21/2002,def
Add,456339498,Martin,Nancy,Fernandez,08/27/1999,def
Add,103597593,Carl,Kathleen,Tucker,09/26/2002,def
Add,245112750,Matthew,Charles,Allen,07/04/2002,abc
Add,128732484,Arthur,Peter,Fuller,02/12/2000,abc
Add,064755798,Tina,Melissa,Riley,11/13/1999,abc
Add,221252486,Phyllis,Christine,Wilson,12/04/1999,def
Add,921797340,Theresa,Gloria,Day,02/24/1999,abc
Add,549397900,Randy,Martha,Rodriguez,05/18/2000,abc
Add,701046621,Jonathan,Pamela,Hunt,04/29/2000,def
Add,159409383,Denise,Gregory,Dean,06/25/1999,def
Add,424021351,Gregory,Kevin,Clark,03/05/1999,abc
Add,153954063,Martin,Pamela,Moore,06/26/2002,def
Add,198684714,Terry,Anthony,Patterson,10/29/2002,abc
Add,684589204,Kenneth,Carol,Matthews,04/14/2000,def
Add,466102696,Phillip,Jerry,Fisher,08/24/2001,abc
Add,899363872,Emily,Kelly,Hall,06/06/1999,abc
Add,747133047,Keith,Deborah,Myers,06/09/2000,abc
Add,953632064,Jason,Ruby,Castillo,07/11/2000,abc
Add,816071443,Pamela,Pamela,Ramos,11/15/2000,abc
Add,156737952,Mary,John,Mills,12/18/1999,def
Add,554538363,Margaret,Roy,Perez,11/18/2001,def
Add,044818866,Joshua,Ronald,Cooper,07/14/2002,def
Add,748404502,Craig,Theresa,Collins,07/15/2000,def
Add,244244953,Kelly,Joan,Warren,02/25/2002,def
Add,400311402,Carolyn,Diane,Cooper,06/15/2002,abc
Add,457259437,Lois,Dennis,Alvarez,06/20/1999,abc
Add,151060650,Joseph,Paul,Cruz,05/04/1999,abc
Add,326442723,David,Mary,Griffin,12/19/2000,abc
Add,534224557,Debra,Charles,Larson,07/11/2001,def
Add,920905750,Harry,Timothy,Washington,05/15/2000,def
Add,272471508,Craig,Irene,Garza,02/12/2000,def
Add,077035877,Melissa,Johnny,Richards,02/15/2000,abc
Add,338018499,Denise,Helen,Alvarez,06/13/2000,abc
Add,689057421,Billy,Roger,Moreno,01/13/2002,abc
Add,884535733,Roy,Emily,Baker,08/28/2002,def
Add,986497623,Randy,Phyllis,Kim,02/21/2002,abc
Add,834175054,Jose,Amy,Hanson,05/04/1999,def
Add,561964840,Norma,Clarence,Richards,04/11/2000,abc
Add,521822743,Antonio,Matthew,Marshall,10/24/2002,abc
Add,282518094,Nicholas,Teresa,Ford,12/24/2000,abc
Add,926051837,Louise,William,Rivera,10/26/2000,def
Add,499779962,Richard,Joan,Spencer,11/11/2001,abc
Add,922315907,Kathy,Terry,Watson,11/14/2002,def
Add,928776990,Russell,Louise,Taylor,07/22/2001,abc
Add,848191864,Joan,Charles,Ferguson,01/18/2001,abc
Add,157996653,Brian,John,Phillips,06/21/2002,abc
Add,415512648,Jean,Sharon,Woods,06/11/2001,def
Add,743542127,Martin,Melissa,Perez,07/30/1999,abc
Add,437390000,Bonnie,Michelle,Walker,12/02/2002,abc
Add,512006726,Norma,Betty,Brown,09/19/2000,abc
Add,795150456,Samuel,Sara,Stanley,01/10/2001,def
Add,363969222,Roger,Gerald,Flores,11/30/2000,abc
Add,153214774,Sharon,Aaron,Wallace,05/14/1999,def
Add,141811413,Brian,Ronald,Collins,06/16/2002,def
Add,331971734,Paula,James,Grant,06/27/2000,abc
Add,518604521,Paul,Joan,Torres,10/01/2000,def
Add,666043221,Irene,Laura,Thompson,12/23/1999,abc
Add,320697492,Barbara,Ann,Coleman,01/14/2002,def
Add,477081234,Heather,Andrea,Graham,02/16/1999,abc
Add,736428995,Kelly,Chris,Lee,07/03/2000,abc
Add,290580608,George,Billy,Greene,04/30/2000,abc
Add,564271204,Marilyn,Philip,Campbell,02/07/2000,def
Add,406054528,Jeremy,Irene,Patterson,12/19/2000,def
Add,732097265,Billy,Maria,Hanson,03/12/2001,def
Add,533500476,Christopher,Henry,Morales,01/28/2002,def
Add,993272093,Rachel,Ruby,Robertson,10/06/1999,def
Add,462402347,Joshua,Jason,Gonzales,04/22/2001,abc
Add,534485293,Judith,Joseph,Cooper,12/08/2001,abc
Add,999895259,Diana,Donna,Lee,08/11/1999,def
Add,745872371,Judy,Joan,Crawford,02/05/2000,abc
Add,795459968,Jason,Earl,Armstrong,07/09/2001,abc
Add,541428548,Teresa,Joseph,Patterson,08/28/1999,abc
Add,143353188,Terry,Michelle,Gomez,01/10/2002,abc
Add,328673591,Joseph,Judy,Richards,08/15/2000,abc
Add,554183306,Willie,Kathryn,Young,07/09/2000,abc
Add,905632993,Virginia,Donald,Gonzalez,03/30/1999,abc
Add,241754211,Carol,Samuel,Garcia,09/04/2000,abc
Add,805444793,Paula,Teresa,Stewart,04/05/1999,def
Add,172732126,Bruce,Barbara,Roberts,02/10/2002,abc
Add,259550368,Melissa,Beverly,Cooper,09/24/2000,def
Add,257186108,Harry,Steve,Greene,09/14/2002,abc
Add,665736988,Walter,Ronald,Cole,12/31/1999,def
Add,935222834,Wayne,Adam,Ferguson,03/09/1999,def
Add,293089579,Ruby,Marie,Sanders,05/27/2000,def
Add,050416036,Mildred,Shirley,Richardson,04/12/2002,def
Add,986416293,Margaret,Sharon,Brooks,06/17/2002,abc
Add,030519981,Donna,Sean,Murray,11/19/2002,abc
Add,724677024,Lisa,Theresa,Chapman,05/12/2001,abc
Add,388950611,Kathy,Irene,Kelley,07/17/1999,abc
Add,400948686,Kathy,Jimmy,Hughes,11/28/2000,def
Add,574976168,Charles,Jessica,Montgomery,07/01/2002,def
Add,214484667,Ruby,Samuel,Woods,09/07/2002,abc
Add,687696921,Jonathan,Raymond,Graham,01/01/2001,def
Add,339800203,Justin,Joan,Vasquez,10/31/2002,abc
Add,569966927,Dennis,Larry,West,11/16/1999,def
Add,071682974,Mildred,Daniel,Richardson,01/30/2000,abc
Add,092808457,Jeremy,Andrea,Cook,06/10/2001,abc
Add,236142340,Elizabeth,Susan,Harper,06/02/2001,def
Add,571675379,Donna,Ruth,Garrett,07/24/2002,def
Add,636068167,Catherine,Adam,Mitchell,08/23/2001,def
Add,314452007,Evelyn,Randy,Jacobs,02/01/2001,def
Add,070103582,David,Alice,Sullivan,12/22/2000,def
Add,287161393,Jessica,Cynthia,Marshall,06/04/1999,abc
Add,722589674,Sandra,Kathy,Gibson,08/04/1999,abc
Add,122972563,Michael,Anne,Moreno,03/15/2000,abc
Add,825316457,Jacqueline,Jack,Reynolds,04/19/2002,abc
Add,101208972,Roger,Joseph,Harper,08/06/2001,abc
Add,895192397,Ryan,Sharon,Burton,10/08/2001,abc
Add,581926409,Maria,Howard,Reynolds,03/09/2002,def
Add,936569216,Steve,John,Clark,11/18/2001,abc
Add,266883065,Antonio,Alice,Perez,07/24/2000,abc
Add,808263355,Jeffrey,Stephen,Franklin,07/03/1999,abc
Add,727681994,Eric,Phyllis,Hart,09/18/2000,abc
Add,756568078,Evelyn,Linda,Allen,10/23/2001,abc
Add,157444657,Jason,Joseph,Chapman,03/18/2000,abc
Add,986976278,Stephen,Mark,Marshall,01/11/2001,def
Add,775022719,Joshua,Ashley,Hawkins,05/18/1999,abc
Add,104717406,Marie,Gary,Greene,12/13/2000,abc
Add,969081082,Harry,Jose,Henderson,04/25/2002,abc
Add,800776805,Maria,Kathleen,Fowler,11/16/2002,abc
Add,270788919,Susan,Patricia,Cook,09/21/2000,abc
Add,907236650,Lois,Kathleen,Williamson,12/14/2001,def
Add,809699185,Daniel,Willie,Arnold,08/02/2001,abc
Add,682191379,Christine,Bobby,Green,07/27/1999,abc
Add,484362817,Gary,Harry,Ortiz,05/16/1999,abc
Add,260573162,Michael,Todd,Adams,06/08/1999,def
Add,253033107,Gregory,Jerry,Bradley,12/21/2001,def
Add,077066329,Michelle,Virginia,Shaw,10/14/2001,def
Add,381710517,Walter,Joseph,Lee,03/26/2001,abc
Add,945656711,Craig,Michael,Cooper,12/14/2001,abc
Add,325522541,Mark,Jack,Mills,09/23/1999,abc
Add,906286168,Cheryl,William,Morales,07/20/2000,def
Add,358626935,Frances,Nicholas,Ross,02/02/2002,abc
Add,267465902,Elizabeth,George,Vasquez,09/01/1999,abc
Add,180638243,Judy,Rose,James,04/01/1999,abc
Add,915579708,Marie,Joyce,Romero,01/17/1999,abc
Add,967747889,Anthony,Kathy,Nelson,09/01/2001,def
Add,046376432,Anna,Amy,Walker,08/04/1999,def
Add,853250076,Debra,Kevin,Palmer,05/23/2001,abc
Add,250318631,Carlos,Jeffrey,Snyder,11/11/2000,def
Add,200667772,Aaron,Antonio,Morris,03/12/2001,abc
Add,022708790,William,Lawrence,Russell,11/28/1999,def
Add,305992999,Amy,Wayne,Mccoy,12/28/1999,def
Add,545555683,Randy,Sandra,Hart,03/23/2001,abc
Add,045840637,Christopher,Gerald,Price,06/27/2002,abc
Add,437533538,Pamela,Donald,Baker,08/18/1999,abc
Add,952373989,Nancy,Lois,Jackson,12/24/2001,abc
Add,509697049,Judy,Adam,Thompson,03/30/2000,def
Add,095352628,Ronald,Jerry,Campbell,12/23/1999,abc
Add,247969291,Shawn,Randy,Payne,09/16/1999,def
Add,469373400,Linda,Todd,Ray,11/20/2002,def
Add,965704476,Lois,Anna,Chavez,06/05/1999,abc
Add,028381832,Gerald,Heather,King,08/09/1999,abc
Add,492245305,Judy,Jeffrey,Hayes,12/05/1999,def
Add,007379556,Anthony,Jack,Greene,05/21/2000,def
Add,991291994,Sandra,Christine,Diaz,01/13/1999,def
Add,747793278,Janet,Brian,Willis,09/17/1999,def
Add,479949458,Peter,Heather,Davis,10/23/2002,def
Add,523922864,Willie,Roger,Ruiz,05/26/2000,def
Add,817921905,Julia,Betty,Murray,07/03/2002,abc
Add,953154335,Helen,Louise,Mason,12/14/2000,abc
Add,319085545,Christine,Barbara,Shaw,01/25/2002,abc
Add,969367889,Stephen,Charles,Burton,09/06/2000,abc
Add,224660184,George,Lisa,Larson,07/09/2000,def
Add,276700676,William,Lois,Willis,09/08/1999,abc
Add,761152233,Deborah,Cynthia,Gray,06/09/1999,abc
Add,891611181,Norma,Virginia,Morrison,02/14/2000,def
Add,914256135,Roger,Kimberly,Bryant,09/04/1999,abc
Add,479975967,Sandra,Mary,Webb,07/28/2000,abc
Add,745198634,Ann,Louise,Grant,12/21/2002,def
Add,892203572,Ashley,Lois,Henderson,11/08/2002,abc
Add,933350319,Jane,Jean,Stone,06/25/2002,abc
Add,247187703,Jeremy,Annie,Martinez,01/05/2002,def
Add,903705386,Beverly,Tina,Armstrong,07/25/1999,def
Add,048518063,Alice,Sharon,Elliott,12/23/1999,abc
Add,802602170,Michelle,Alan,Martin,05/21/2001,def
Add,625626873,Julie,Beverly,Lawrence,03/03/2000,abc
Add,445081679,Richard,Jennifer,Burton,04/24/1999,abc
Add,929398065,Jeremy,Jack,Harrison,12/29/2001,def
Add,193338548,Billy,Thomas,Cole,06/11/1999,def
Add,975862152,Diana,Jimmy,Cook,03/30/2001,abc
Add,893916826,Jennifer,Richard,Perry,09/30/2001,abc
Add,128078626,Lisa,Dennis,Sanchez,12/24/1999,def
Add,350790412,Kathleen,Sharon,Kennedy,01/21/2002,abc
Add,960111252,Steven,Keith,Brown,10/21/2002,def
Add,263304465,Nicole,Lois,Mitchell,07/03/1999,def
Add,640234858,Kathryn,Diane,Meyer,02/07/1999,def
Add,732105379,James,Bruce,Bowman,07/11/2000,def
Add,405283432,Kevin,Betty,Mendoza,07/03/2000,def
Add,159387262,Annie,Lawrence,Sims,04/19/2001,abc
Add,329243598,Alan,Mildred,Parker,10/06/2000,abc
Add,922921478,Norma,Willie,Sanchez,06/28/2001,def
Add,909027296,Carolyn,Michelle,Simmons,10/18/2000,def
Add,400694934,Kenneth,Kathleen,Kelley,11/14/2000,abc
Add,004806850,Fred,Nicholas,Turner,01/06/2001,def
Add,156813219,Denise,Jeffrey,Ellis,03/16/2000,def
Add,339456531,Raymond,Alan,Ferguson,05/22/2001,def
Add,607887353,Carolyn,Antonio,Hall,05/22/2001,abc
Add,251102871,Justin,Douglas,Hayes,07/21/2000,def
Add,379786707,Denise,Ronald,Patterson,07/03/1999,def
Add,423641647,Amy,Jerry,Richardson,06/30/2001,def
Add,862877893,Roger,Louis,Clark,11/17/2001,def
Add,683177767,Virginia,Carl,Murray,09/02/2002,def
Add,076231881,Paula,Melissa,Franklin,05/09/2000,def
Add,340578617,Kathleen,Lawrence,Berry,11/02/1999,abc
Add,970265452,Linda,Arthur,Black,02/23/2000,def
Add,201560872,Norma,John,Cunningham,07/04/2002,def
Add,870298839,Walter,Thomas,Boyd,08/30/2002,abc
Add,361903772,Brian,Rose,Cox,09/27/2002,def
Add,907472554,Doris,Harold,Reid,04/04/2002,abc
Add,902035387,Emily,Lawrence,Bowman,04/20/1999,abc
Add,081659170,Brandon,Beverly,Ross,10/30/2000,abc
Add,451683784,Fred,Jerry,Harvey,01/14/2000,abc
Add,268983248,Frank,Jerry,Ramos,01/05/2002,def
Add,989973089,Ruby,Cheryl,Hall,11/18/1999,def
Add,023266988,David,Jane,Wood,07/29/2000,abc
Add,346305017,Nicholas,Pamela,Wright,04/02/1999,def
Add,207033877,Carol,Christina,Hunter,11/27/2002,def
Add,986903676,Matthew,Sandra,Black,12/06/2002,def
Add,875207287,Juan,Angela,Peterson,05/01/2002,abc
Add,920858465,Christopher,Melissa,Green,06/18/1999,abc
Add,470996581,Susan,Sara,Martinez,11/07/1999,abc
Add,705898428,Emily,Teresa,Stewart,02/04/2000,def
Add,801020488,Christine,Nicole,Hart,08/11/1999,def
Add,354197136,Clarence,Craig,Rose,03/04/1999,def
Add,420185928,Todd,Irene,Jordan,01/19/2001,def
Add,199909070,Joseph,Andrew,Diaz,07/21/2001,def
Add,248546144,Joan,Todd,Daniels,07/02/2001,abc
Add,689929626,Tina,Jeremy,Montgomery,11/22/1999,abc
Add,740700035,Virginia,Michael,Moreno,01/12/2002,def
Add,289504751,Gregory,Ruby,Collins,09/09/2000,abc
Add,337968643,Ashley,Matthew,Graham,11/25/2002,abc
Add,674569380,Kevin,Emily,Medina,10/19/2001,abc
Add,081287786,Angela,Stephanie,Bradley,08/14/2002,def
Add,391795212,Douglas,Joan,Ford,09/24/2002,def
Add,443882704,Mildred,Phillip,Gilbert,11/10/2000,def
Add,769806190,Louis,Lisa,Johnston,05/16/2000,def
Add,967744352,Eric,Jason,Cox,09/16/2000,def
Add,332048346,Jack,Harold,Nguyen,06/20/2001,def
Add,180652477,Kathryn,Teresa,Hawkins,06/03/2001,abc
Add,557030361,John,Louise,Fisher,09/14/2000,abc
Add,026560346,Philip,Jeffrey,Scott,01/12/1999,abc
Add,431310370,Paul,Ronald,Hart,04/11/2001,def
Add,496458909,Heather,Catherine,Johnson,09/16/2001,def
Add,149237612,Amanda,Jose,Green,12/02/1999,def
Add,109865360,Jennifer,Carlos,Lawrence,12/06/2001,abc
Add,528419824,Melissa,Sarah,Henderson,11/18/2000,def
Add,004668822,Ruby,James,Lane,03/25/2000,def
Add,799401742,Kathryn,Jeffrey,Tucker,06/04/2001,def
Add,787699339,Barbara,Jane,Crawford,07/02/1999,def
Add,616725253,Jean,Theresa,Martinez,10/23/2000,def
Add,126045717,Patricia,Wayne,Ortiz,12/03/1999,abc
Add,132740511,Philip,Jacqueline,James,01/12/2002,def
Add,814754228,Kimberly,Gregory,Hanson,08/16/1999,abc
Add,015747368,Barbara,Ernest,Rice,03/15/1999,abc
Add,815240908,Paula,Denise,Morris,11/13/1999,abc
Add,922932031,Linda,Kimberly,Daniels,08/23/2002,def
Add,739181481,Heather,Phillip,Elliott,11/09/2001,abc
Add,519014131,Kelly,Nancy,Ortiz,05/10/2001,def
Add,151928351,Russell,Andrew,Butler,10/04/1999,abc
Add,375323103,Christopher,Evelyn,Castillo,08/12/2000,def
Add,346493555,Beverly,Chris,Burke,12/15/2002,def
Add,670486151,Norma,Mildred,Johnston,11/03/2001,abc
Add,654697159,Harry,Benjamin,Armstrong,12/18/2000,abc
Add,971384791,Jane,Beverly,Morgan,03/21/1999,def
Add,979333143,Helen,Lawrence,Davis,01/21/2001,def
Add,537699381,Cynthia,Nicole,Turner,07/08/2001,def
Add,831088657,Bonnie,Helen,Andrews,12/27/2001,abc
Add,505411951,Donna,Frances,Bailey,10/22/1999,abc
Add,495276298,Russell,Arthur,Williamson,12/23/2000,def
Add,463309801,Keith,Norma,Stanley,03/29/2002,abc
Add,428960869,Barbara,Diane,Jordan,10/03/2000,def
Add,084920235,Dennis,Craig,Burton,10/26/2000,def
Add,830867989,Jeffrey,Rebecca,Young,09/22/2002,def
Add,667344515,Matthew,Carolyn,Rodriguez,06/12/2001,def
Add,622168364,Paul,Pamela,Spencer,03/05/1999,def
Add,904392612,Scott,Kelly,Fields,03/28/2002,abc
Add,060930550,Denise,Rebecca,Ruiz,12/12/2001,def
Add,773305406,Rebecca,Philip,Ross,12/20/2002,abc
Add,436164276,Sharon,Ryan,Bradley,03/26/2002,abc
Add,636836140,Roy,Emily,Rodriguez,08/26/2002,def
Add,402573107,Rachel,Lois,Hansen,04/26/2001,abc
Add,351206965,Teresa,Michelle,Peterson,08/01/2000,abc
Add,867231667,Joe,Juan,Olson,12/06/1999,def
Add,010770181,Phillip,Louise,James,11/18/2002,def
Add,849751859,Timothy,William,Freeman,09/21/2002,abc
Add,072417848,Jose,Joseph,Richards,09/15/2002,def
Add,018990883,Paula,Donna,Robertson,04/04/2000,abc
Add,803303662,Raymond,Phillip,Mason,02/07/1999,def
Add,017879206,Martin,Ernest,Barnes,03/17/2002,def
Add,504891043,Kathy,Melissa,Dunn,01/28/1999,abc
Add,494802182,Jeffrey,Kathleen,Torres,08/29/2002,def
Add,928173332,Joyce,Tammy,Sanchez,06/30/2000,abc
Add,030879547,Jason,Denise,Cruz,05/20/2000,def
Add,887713820,Earl,Christopher,Matthews,10/15/2000,abc
Add,610117537,Charles,Earl,Richards,04/06/2000,def
Add,537455184,Mildred,Roy,Alexander,10/12/2000,def
Add,657059060,Heather,Carlos,Torres,02/13/2002,def
Add,264211758,Janet,Doris,Castillo,12/18/1999,def
Add,574143296,Andrea,Jessica,Black,11/10/2000,abc
Add,117702860,Joan,Antonio,Hunt,11/03/2002,abc
Add,840758086,John,Juan,Crawford,09/07/2001,def
Add,688851791,Jennifer,Thomas,Greene,12/07/2000,def
Add,130942393,Angela,Mildred,Hunter,05/11/2002,def
Add,153625820,Todd,Judy,Lane,06/25/2002,def
Add,157411890,Anna,Deborah,Hamilton,01/21/2001,def
Add,132626016,Sean,Frances,Jenkins,10/18/2001,def
Add,534397883,Howard,Russell,West,12/05/2000,abc
Add,055474450,Michelle,Charles,Evans,07/31/1999,abc
Add,529339940,Kevin,Alice,Hunt,01/15/2000,def
Add,079118512,Jennifer,Carl,Medina,04/17/1999,abc
Add,430879450,Teresa,Norma,Schmidt,05/15/2000,def
Add,681818083,Shirley,Martin,Wheeler,07/29/2001,abc
Add,627306766,Betty,James,Freeman,10/04/2000,abc
Add,306959445,Mildred,Jessica,Mcdonald,04/20/1999,def
Add,783113996,Patrick,William,Harrison,03/06/1999,abc
Add,608086439,Jane,Laura,Jenkins,04/06/2000,def
Add,088824383,Julia,Brenda,Clark,04/24/2001,def
Add,971802718,Phillip,Donna,Jacobs,02/08/1999,def
Add,407004006,Albert,Helen,Wagner,11/29/2001,abc
Add,434994510,Paul,Kathryn,Cox,07/05/2002,abc
Add,016267218,Randy,Marilyn,Lawrence,12/12/2002,def
Add,945439103,Frank,Nicole,Welch,12/11/2002,def
Add,531112019,Joan,Julie,Mason,07/05/2001,def
Add,595338227,Stephanie,Thomas,Day,11/05/1999,def
Add,941356271,Wanda,Elizabeth,Harris,06/05/1999,def
Add,804512809,Barbara,Kelly,Stone,08/24/2001,abc
Add,118437472,Susan,Pamela,Jones,05/03/2000,abc
Add,668889869,Ryan,Johnny,Daniels,11/04/2001,abc
