Category,StudentID,StudentFirstName,StudentMiddleName,StudentLastName,BIRTHDATE,SchoolName
Drop,103597593,Carl,Kathleen,Tucker,09/26/2002,abc
Drop,245112750,Matthew,Charles,Allen,07/04/2002,def
Add,128732484,Arthur,Peter,Fuller,02/12/2000,def
Add,064755798,Tina,Melissa,Riley,11/13/1999,def
Add,221252486,Phyllis,Christine,Wilson,12/04/1999,abc
Drop,921797340,Theresa,Gloria,Day,02/24/1999,def
Add,549397900,Randy,Martha,Rodriguez,05/18/2000,def
Drop,701046621,Jonathan,Pamela,Hunt,04/29/2000,abc
Drop,159409383,Denise,Gregory,Dean,06/25/1999,abc
Drop,424021351,Gregory,Kevin,Clark,03/05/1999,def
Add,153954063,Martin,Pamela,Moore,06/26/2002,abc
Drop,198684714,Terry,Anthony,Patterson,10/29/2002,def
Drop,684589204,Kenneth,Carol,Matthews,04/14/2000,abc
Add,466102696,Phillip,Jerry,Fisher,08/24/2001,def
Drop,899363872,Emily,Kelly,Hall,06/06/1999,def
Drop,747133047,Keith,Deborah,Myers,06/09/2000,def
Drop,953632064,Jason,Ruby,Castillo,07/11/2000,def
Add,816071443,Pamela,Pamela,Ramos,11/15/2000,def
Add,156737952,Mary,John,Mills,12/18/1999,abc
Drop,554538363,Margaret,Roy,Perez,11/18/2001,abc
Add,044818866,Joshua,Ronald,Cooper,07/14/2002,abc
Add,748404502,Craig,Theresa,Collins,07/15/2000,abc
Add,244244953,Kelly,Joan,Warren,02/25/2002,abc
Drop,400311402,Carolyn,Diane,Cooper,06/15/2002,def
Add,457259437,Lois,Dennis,Alvarez,06/20/1999,def
Add,151060650,Joseph,Paul,Cruz,05/04/1999,def
Add,326442723,David,Mary,Griffin,12/19/2000,def
Drop,534224557,Debra,Charles,Larson,07/11/2001,abc
Drop,920905750,Harry,Timothy,Washington,05/15/2000,abc
Drop,272471508,Craig,Irene,Garza,02/12/2000,abc
Add,077035877,Melissa,Johnny,Richards,02/15/2000,def
Drop,338018499,Denise,Helen,Alvarez,06/13/2000,def
Add,689057421,Billy,Roger,Moreno,01/13/2002,def
Drop,884535733,Roy,Emily,Baker,08/28/2002,abc
Drop,986497623,Randy,Phyllis,Kim,02/21/2002,def
Add,834175054,Jose,Amy,Hanson,05/04/1999,abc
Drop,561964840,Norma,Clarence,Richards,04/11/2000,def
Add,521822743,Antonio,Matthew,Marshall,10/24/2002,def
Add,282518094,Nicholas,Teresa,Ford,12/24/2000,def
Add,926051837,Louise,William,Rivera,10/26/2000,abc
Drop,499779962,Richard,Joan,Spencer,11/11/2001,def
Drop,922315907,Kathy,Terry,Watson,11/14/2002,abc
Add,928776990,Russell,Louise,Taylor,07/22/2001,def
Add,848191864,Joan,Charles,Ferguson,01/18/2001,def
Drop,157996653,Brian,John,Phillips,06/21/2002,def
Add,415512648,Jean,Sharon,Woods,06/11/2001,abc
Add,743542127,Martin,Melissa,Perez,07/30/1999,def
Drop,437390000,Bonnie,Michelle,Walker,12/02/2002,def
Drop,512006726,Norma,Betty,Brown,09/19/2000,def
Drop,795150456,Samuel,Sara,Stanley,01/10/2001,abc
Drop,363969222,Roger,Gerald,Flores,11/30/2000,def
Add,153214774,Sharon,Aaron,Wallace,05/14/1999,abc
Add,141811413,Brian,Ronald,Collins,06/16/2002,abc
Drop,331971734,Paula,James,Grant,06/27/2000,def
Drop,518604521,Paul,Joan,Torres,10/01/2000,abc
Drop,666043221,Irene,Laura,Thompson,12/23/1999,def
Drop,320697492,Barbara,Ann,Coleman,01/14/2002,abc
Add,477081234,Heather,Andrea,Graham,02/16/1999,def
Add,736428995,Kelly,Chris,Lee,07/03/2000,def
Drop,290580608,George,Billy,Greene,04/30/2000,def
Add,564271204,Marilyn,Philip,Campbell,02/07/2000,abc
Drop,406054528,Jeremy,Irene,Patterson,12/19/2000,abc
Add,732097265,Billy,Maria,Hanson,03/12/2001,abc
Add,533500476,Christopher,Henry,Morales,01/28/2002,abc
Drop,993272093,Rachel,Ruby,Robertson,10/06/1999,abc
Add,462402347,Joshua,Jason,Gonzales,04/22/2001,def
Drop,534485293,Judith,Joseph,Cooper,12/08/2001,def
Add,999895259,Diana,Donna,Lee,08/11/1999,abc
Add,745872371,Judy,Joan,Crawford,02/05/2000,def
Add,795459968,Jason,Earl,Armstrong,07/09/2001,def
Add,541428548,Teresa,Joseph,Patterson,08/28/1999,def
Drop,143353188,Terry,Michelle,Gomez,01/10/2002,def
Add,328673591,Joseph,Judy,Richards,08/15/2000,def
Drop,554183306,Willie,Kathryn,Young,07/09/2000,def
Add,905632993,Virginia,Donald,Gonzalez,03/30/1999,def
Add,241754211,Carol,Samuel,Garcia,09/04/2000,def
Add,805444793,Paula,Teresa,Stewart,04/05/1999,abc
Drop,172732126,Bruce,Barbara,Roberts,02/10/2002,def
Drop,259550368,Melissa,Beverly,Cooper,09/24/2000,abc
Add,257186108,Harry,Steve,Greene,09/14/2002,def
Add,665736988,Walter,Ronald,Cole,12/31/1999,abc
Add,935222834,Wayne,Adam,Ferguson,03/09/1999,abc
Drop,293089579,Ruby,Marie,Sanders,05/27/2000,abc
Add,050416036,Mildred,Shirley,Richardson,04/12/2002,abc
Add,986416293,Margaret,Sharon,Brooks,06/17/2002,def
Add,030519981,Donna,Sean,Murray,11/19/2002,def
Add,724677024,Lisa,Theresa,Chapman,05/12/2001,def
Drop,388950611,Kathy,Irene,Kelley,07/17/1999,def
Drop,400948686,Kathy,Jimmy,Hughes,11/28/2000,abc
Add,574976168,Charles,Jessica,Montgomery,07/01/2002,abc
Add,214484667,Ruby,Samuel,Woods,09/07/2002,def
Drop,687696921,Jonathan,Raymond,Graham,01/01/2001,abc
Add,339800203,Justin,Joan,Vasquez,10/31/2002,def
Drop,569966927,Dennis,Larry,West,11/16/1999,abc
Drop,071682974,Mildred,Daniel,Richardson,01/30/2000,def
Drop,092808457,Jeremy,Andrea,Cook,06/10/2001,def
Drop,236142340,Elizabeth,Susan,Harper,06/02/2001,abc
Add,571675379,Donna,Ruth,Garrett,07/24/2002,abc
Drop,636068167,Catherine,Adam,Mitchell,08/23/2001,abc
Add,314452007,Evelyn,Randy,Jacobs,02/01/2001,abc
Add,070103582,David,Alice,Sullivan,12/22/2000,abc
Add,287161393,Jessica,Cynthia,Marshall,06/04/1999,def
Add,722589674,Sandra,Kathy,Gibson,08/04/1999,def
Add,122972563,Michael,Anne,Moreno,03/15/2000,def
Drop,825316457,Jacqueline,Jack,Reynolds,04/19/2002,def
Add,101208972,Roger,Joseph,Harper,08/06/2001,def
Drop,895192397,Ryan,Sharon,Burton,10/08/2001,def
Add,581926409,Maria,Howard,Reynolds,03/09/2002,abc
Drop,936569216,Steve,John,Clark,11/18/2001,def
Add,266883065,Antonio,Alice,Perez,07/24/2000,def
Drop,808263355,Jeffrey,Stephen,Franklin,07/03/1999,def
Add,727681994,Eric,Phyllis,Hart,09/18/2000,def
Add,756568078,Evelyn,Linda,Allen,10/23/2001,def
Add,157444657,Jason,Joseph,Chapman,03/18/2000,def
Add,986976278,Stephen,Mark,Marshall,01/11/2001,abc
Add,775022719,Joshua,Ashley,Hawkins,05/18/1999,def
Drop,104717406,Marie,Gary,Greene,12/13/2000,def
Drop,969081082,Harry,Jose,Henderson,04/25/2002,def
Drop,800776805,Maria,Kathleen,Fowler,11/16/2002,def
Drop,270788919,Susan,Patricia,Cook,09/21/2000,def
Add,907236650,Lois,Kathleen,Williamson,12/14/2001,abc
Add,809699185,Daniel,Willie,Arnold,08/02/2001,def
Add,682191379,Christine,Bobby,Green,07/27/1999,def
Add,484362817,Gary,Harry,Ortiz,05/16/1999,def
Add,260573162,Michael,Todd,Adams,06/08/1999,abc
Add,253033107,Gregory,Jerry,Bradley,12/21/2001,abc
Drop,077066329,Michelle,Virginia,Shaw,10/14/2001,abc
Drop,381710517,Walter,Joseph,Lee,03/26/2001,def
Drop,945656711,Craig,Michael,Cooper,12/14/2001,def
Drop,325522541,Mark,Jack,Mills,09/23/1999,def
Add,906286168,Cheryl,William,Morales,07/20/2000,abc
Drop,358626935,Frances,Nicholas,Ross,02/02/2002,def
Add,267465902,Elizabeth,George,Vasquez,09/01/1999,def
Add,180638243,Judy,Rose,James,04/01/1999,def
Drop,915579708,Marie,Joyce,Romero,01/17/1999,def
Drop,967747889,Anthony,Kathy,Nelson,09/01/2001,abc
Drop,046376432,Anna,Amy,Walker,08/04/1999,abc
Drop,853250076,Debra,Kevin,Palmer,05/23/2001,def
Add,250318631,Carlos,Jeffrey,Snyder,11/11/2000,abc
Drop,200667772,Aaron,Antonio,Morris,03/12/2001,def
Add,022708790,William,Lawrence,Russell,11/28/1999,abc
Drop,305992999,Amy,Wayne,Mccoy,12/28/1999,abc
Add,545555683,Randy,Sandra,Hart,03/23/2001,def
Add,045840637,Christopher,Gerald,Price,06/27/2002,def
Drop,437533538,Pamela,Donald,Baker,08/18/1999,def
Drop,952373989,Nancy,Lois,Jackson,12/24/2001,def
Add,509697049,Judy,Adam,Thompson,03/30/2000,abc
Drop,095352628,Ronald,Jerry,Campbell,12/23/1999,def
Add,247969291,Shawn,Randy,Payne,09/16/1999,abc
Drop,469373400,Linda,Todd,Ray,11/20/2002,abc
Drop,965704476,Lois,Anna,Chavez,06/05/1999,def
Add,028381832,Gerald,Heather,King,08/09/1999,def
Drop,492245305,Judy,Jeffrey,Hayes,12/05/1999,abc
Add,007379556,Anthony,Jack,Greene,05/21/2000,abc
Drop,991291994,Sandra,Christine,Diaz,01/13/1999,abc
Drop,747793278,Janet,Brian,Willis,09/17/1999,abc
Drop,479949458,Peter,Heather,Davis,10/23/2002,abc
Drop,523922864,Willie,Roger,Ruiz,05/26/2000,abc
Drop,817921905,Julia,Betty,Murray,07/03/2002,def
Add,953154335,Helen,Louise,Mason,12/14/2000,def
Drop,319085545,Christine,Barbara,Shaw,01/25/2002,def
Drop,969367889,Stephen,Charles,Burton,09/06/2000,def
Drop,224660184,George,Lisa,Larson,07/09/2000,abc
Drop,276700676,William,Lois,Willis,09/08/1999,def
Add,761152233,Deborah,Cynthia,Gray,06/09/1999,def
Drop,891611181,Norma,Virginia,Morrison,02/14/2000,abc
Drop,914256135,Roger,Kimberly,Bryant,09/04/1999,def
Add,479975967,Sandra,Mary,Webb,07/28/2000,def
Add,745198634,Ann,Louise,Grant,12/21/2002,abc
Add,892203572,Ashley,Lois,Henderson,11/08/2002,def
Drop,933350319,Jane,Jean,Stone,06/25/2002,def
Add,247187703,Jeremy,Annie,Martinez,01/05/2002,abc
Drop,903705386,Beverly,Tina,Armstrong,07/25/1999,abc
Add,048518063,Alice,Sharon,Elliott,12/23/1999,def
Drop,802602170,Michelle,Alan,Martin,05/21/2001,abc
Add,625626873,Julie,Beverly,Lawrence,03/03/2000,def
Drop,445081679,Richard,Jennifer,Burton,04/24/1999,def
Drop,929398065,Jeremy,Jack,Harrison,12/29/2001,abc
Add,193338548,Billy,Thomas,Cole,06/11/1999,abc
Add,975862152,Diana,Jimmy,Cook,03/30/2001,def
Add,893916826,Jennifer,Richard,Perry,09/30/2001,def
Drop,128078626,Lisa,Dennis,Sanchez,12/24/1999,abc
Add,350790412,Kathleen,Sharon,Kennedy,01/21/2002,def
Add,960111252,Steven,Keith,Brown,10/21/2002,abc
Add,263304465,Nicole,Lois,Mitchell,07/03/1999,abc
Drop,640234858,Kathryn,Diane,Meyer,02/07/1999,abc
Drop,732105379,James,Bruce,Bowman,07/11/2000,abc
Drop,405283432,Kevin,Betty,Mendoza,07/03/2000,abc
Add,159387262,Annie,Lawrence,Sims,04/19/2001,def
Drop,329243598,Alan,Mildred,Parker,10/06/2000,def
Drop,922921478,Norma,Willie,Sanchez,06/28/2001,abc
Add,909027296,Carolyn,Michelle,Simmons,10/18/2000,abc
Drop,400694934,Kenneth,Kathleen,Kelley,11/14/2000,def
Add,004806850,Fred,Nicholas,Turner,01/06/2001,abc
Add,156813219,Denise,Jeffrey,Ellis,03/16/2000,abc
Add,339456531,Raymond,Alan,Ferguson,05/22/2001,abc
Add,607887353,Carolyn,Antonio,Hall,05/22/2001,def
Add,251102871,Justin,Douglas,Hayes,07/21/2000,abc
Drop,379786707,Denise,Ronald,Patterson,07/03/1999,abc
Drop,423641647,Amy,Jerry,Richardson,06/30/2001,abc
Drop,862877893,Roger,Louis,Clark,11/17/2001,abc
Add,683177767,Virginia,Carl,Murray,09/02/2002,abc
Drop,076231881,Paula,Melissa,Franklin,05/09/2000,abc
Drop,340578617,Kathleen,Lawrence,Berry,11/02/1999,def
Add,970265452,Linda,Arthur,Black,02/23/2000,abc
Drop,201560872,Norma,John,Cunningham,07/04/2002,abc
Drop,870298839,Walter,Thomas,Boyd,08/30/2002,def
Drop,361903772,Brian,Rose,Cox,09/27/2002,abc
Drop,907472554,Doris,Harold,Reid,04/04/2002,def
Drop,902035387,Emily,Lawrence,Bowman,04/20/1999,def
Add,081659170,Brandon,Beverly,Ross,10/30/2000,def
Drop,451683784,Fred,Jerry,Harvey,01/14/2000,def
Drop,268983248,Frank,Jerry,Ramos,01/05/2002,abc
Add,989973089,Ruby,Cheryl,Hall,11/18/1999,abc
Add,023266988,David,Jane,Wood,07/29/2000,def
Add,346305017,Nicholas,Pamela,Wright,04/02/1999,abc
Drop,207033877,Carol,Christina,Hunter,11/27/2002,abc
Add,986903676,Matthew,Sandra,Black,12/06/2002,abc
Drop,875207287,Juan,Angela,Peterson,05/01/2002,def
Add,920858465,Christopher,Melissa,Green,06/18/1999,def
Drop,470996581,Susan,Sara,Martinez,11/07/1999,def
Drop,705898428,Emily,Teresa,Stewart,02/04/2000,abc
Drop,801020488,Christine,Nicole,Hart,08/11/1999,abc
Drop,354197136,Clarence,Craig,Rose,03/04/1999,abc
Add,420185928,Todd,Irene,Jordan,01/19/2001,abc
Add,199909070,Joseph,Andrew,Diaz,07/21/2001,abc
Add,248546144,Joan,Todd,Daniels,07/02/2001,def
Add,689929626,Tina,Jeremy,Montgomery,11/22/1999,def
Drop,740700035,Virginia,Michael,Moreno,01/12/2002,abc
Add,289504751,Gregory,Ruby,Collins,09/09/2000,def
Add,337968643,Ashley,Matthew,Graham,11/25/2002,def
Drop,674569380,Kevin,Emily,Medina,10/19/2001,def
Drop,081287786,Angela,Stephanie,Bradley,08/14/2002,abc
Add,391795212,Douglas,Joan,Ford,09/24/2002,abc
Drop,443882704,Mildred,Phillip,Gilbert,11/10/2000,abc
Drop,769806190,Louis,Lisa,Johnston,05/16/2000,abc
Add,967744352,Eric,Jason,Cox,09/16/2000,abc
Add,332048346,Jack,Harold,Nguyen,06/20/2001,abc
Add,180652477,Kathryn,Teresa,Hawkins,06/03/2001,def
Drop,557030361,John,Louise,Fisher,09/14/2000,def
Add,026560346,Philip,Jeffrey,Scott,01/12/1999,def
Add,431310370,Paul,Ronald,Hart,04/11/2001,abc
Drop,496458909,Heather,Catherine,Johnson,09/16/2001,abc
Add,149237612,Amanda,Jose,Green,12/02/1999,abc
Add,109865360,Jennifer,Carlos,Lawrence,12/06/2001,def
Drop,528419824,Melissa,Sarah,Henderson,11/18/2000,abc
Add,004668822,Ruby,James,Lane,03/25/2000,abc
Add,799401742,Kathryn,Jeffrey,Tucker,06/04/2001,abc
Drop,787699339,Barbara,Jane,Crawford,07/02/1999,abc
Add,616725253,Jean,Theresa,Martinez,10/23/2000,abc
Add,126045717,Patricia,Wayne,Ortiz,12/03/1999,def
Drop,132740511,Philip,Jacqueline,James,01/12/2002,abc
Add,814754228,Kimberly,Gregory,Hanson,08/16/1999,def
Add,015747368,Barbara,Ernest,Rice,03/15/1999,def
Add,815240908,Paula,Denise,Morris,11/13/1999,def
Drop,922932031,Linda,Kimberly,Daniels,08/23/2002,abc
Drop,739181481,Heather,Phillip,Elliott,11/09/2001,def
Drop,519014131,Kelly,Nancy,Ortiz,05/10/2001,abc
Add,151928351,Russell,Andrew,Butler,10/04/1999,def
Drop,375323103,Christopher,Evelyn,Castillo,08/12/2000,abc
Add,346493555,Beverly,Chris,Burke,12/15/2002,abc
Add,670486151,Norma,Mildred,Johnston,11/03/2001,def
Add,654697159,Harry,Benjamin,Armstrong,12/18/2000,def
Drop,971384791,Jane,Beverly,Morgan,03/21/1999,abc
Add,979333143,Helen,Lawrence,Davis,01/21/2001,abc
Drop,537699381,Cynthia,Nicole,Turner,07/08/2001,abc
Add,831088657,Bonnie,Helen,Andrews,12/27/2001,def
Drop,505411951,Donna,Frances,Bailey,10/22/1999,def
Add,495276298,Russell,Arthur,Williamson,12/23/2000,abc
Add,463309801,Keith,Norma,Stanley,03/29/2002,def
Drop,428960869,Barbara,Diane,Jordan,10/03/2000,abc
Drop,084920235,Dennis,Craig,Burton,10/26/2000,abc
Add,830867989,Jeffrey,Rebecca,Young,09/22/2002,abc
Add,667344515,Matthew,Carolyn,Rodriguez,06/12/2001,abc
Add,622168364,Paul,Pamela,Spencer,03/05/1999,abc
Add,904392612,Scott,Kelly,Fields,03/28/2002,def
Add,060930550,Denise,Rebecca,Ruiz,12/12/2001,abc
Drop,773305406,Rebecca,Philip,Ross,12/20/2002,def
Add,436164276,Sharon,Ryan,Bradley,03/26/2002,def
Drop,636836140,Roy,Emily,Rodriguez,08/26/2002,abc
Drop,402573107,Rachel,Lois,Hansen,04/26/2001,def
Drop,351206965,Teresa,Michelle,Peterson,08/01/2000,def
Add,867231667,Joe,Juan,Olson,12/06/1999,abc
Add,010770181,Phillip,Louise,James,11/18/2002,abc
Add,849751859,Timothy,William,Freeman,09/21/2002,def
Add,072417848,Jose,Joseph,Richards,09/15/2002,abc
Drop,018990883,Paula,Donna,Robertson,04/04/2000,def
Add,803303662,Raymond,Phillip,Mason,02/07/1999,abc
Add,017879206,Martin,Ernest,Barnes,03/17/2002,abc
Add,504891043,Kathy,Melissa,Dunn,01/28/1999,def
Add,494802182,Jeffrey,Kathleen,Torres,08/29/2002,abc
Drop,928173332,Joyce,Tammy,Sanchez,06/30/2000,def
Add,030879547,Jason,Denise,Cruz,05/20/2000,abc
Add,887713820,Earl,Christopher,Matthews,10/15/2000,def
Drop,610117537,Charles,Earl,Richards,04/06/2000,abc
Add,537455184,Mildred,Roy,Alexander,10/12/2000,abc
Drop,657059060,Heather,Carlos,Torres,02/13/2002,abc
Drop,264211758,Janet,Doris,Castillo,12/18/1999,abc
Add,574143296,Andrea,Jessica,Black,11/10/2000,def
Add,117702860,Joan,Antonio,Hunt,11/03/2002,def
Drop,840758086,John,Juan,Crawford,09/07/2001,abc
Drop,688851791,Jennifer,Thomas,Greene,12/07/2000,abc
Add,130942393,Angela,Mildred,Hunter,05/11/2002,abc
Add,153625820,Todd,Judy,Lane,06/25/2002,abc
Drop,157411890,Anna,Deborah,Hamilton,01/21/2001,abc
Drop,132626016,Sean,Frances,Jenkins,10/18/2001,abc
Add,534397883,Howard,Russell,West,12/05/2000,def
Drop,055474450,Michelle,Charles,Evans,07/31/1999,def
Add,529339940,Kevin,Alice,Hunt,01/15/2000,abc
Add,079118512,Jennifer,Carl,Medina,04/17/1999,def
Drop,430879450,Teresa,Norma,Schmidt,05/15/2000,abc
Drop,681818083,Shirley,Martin,Wheeler,07/29/2001,def
Drop,627306766,Betty,James,Freeman,10/04/2000,def
Add,306959445,Mildred,Jessica,Mcdonald,04/20/1999,abc
Drop,783113996,Patrick,William,Harrison,03/06/1999,def
Add,608086439,Jane,Laura,Jenkins,04/06/2000,abc
Drop,088824383,Julia,Brenda,Clark,04/24/2001,abc
Add,971802718,Phillip,Donna,Jacobs,02/08/1999,abc
Add,407004006,Albert,Helen,Wagner,11/29/2001,def
Add,434994510,Paul,Kathryn,Cox,07/05/2002,def
Add,016267218,Randy,Marilyn,Lawrence,12/12/2002,abc
